CID,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,Score
5558,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,6
5559,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,5
5560,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,5
5561,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,6
5562,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,6
5563,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,5
5564,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,5
5565,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,6
5566,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,7
5567,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,4
5568,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,6
5569,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,5
5570,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,7
5571,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,4
5572,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,5
5573,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,9
5574,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,6
5575,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,3
5576,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,3
5577,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,6
5578,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,3
5579,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5
5580,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,5
5581,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,7
5582,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,8
5583,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,5
5584,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,5
5585,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,4
5586,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,4
5587,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,3
5588,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,7
5589,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,6
5590,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,5
5591,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,5
5592,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2
5593,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,6
5594,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,3
5595,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,6
5596,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
5597,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,6
5598,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,7
5599,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,9
5600,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,7
5601,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,3
5602,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,8
5603,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,5
5604,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,6
5605,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,6
5606,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,8
5607,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,7
5608,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,5
5609,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,6
5610,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,3
5611,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,5
5612,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,4
5613,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,5
5614,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,6
5615,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,6
5616,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,7
5617,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,5
5618,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,8
5619,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,5
5620,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,3
5621,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,3
5622,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,6
5623,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,7
5624,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,5
5625,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,7
5626,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,5
5627,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,9
5628,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,7
5629,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,7
5630,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,9
5631,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,3
5632,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,6
5633,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,2
5634,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,7
5635,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5
5636,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,6
5637,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,5
5638,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,4
5639,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,6
5640,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,6
5641,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
5642,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,8
5643,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,7
5644,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,7
5645,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,7
5646,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,5
5647,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,4
5648,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,3
5649,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,4
5650,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,6
5651,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,9
5652,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,7
5653,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,5
5654,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,4
5655,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,5
5656,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,10
5657,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,5
5658,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,5
5659,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,7
5660,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,4
5661,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5662,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,8
5663,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,3
5664,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,7
5665,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,5
5666,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,6
5667,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,6
5668,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,3
5669,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,8
5670,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,6
5671,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,2
5672,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,5
5673,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,7
5674,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,4
5675,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,3
5676,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,7
5677,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,8
5678,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,6
5679,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,5
5680,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,6
5681,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,7
5682,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,4
5683,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,3
5684,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,3
5685,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,6
5686,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,4
5687,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,4
5688,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,7
5689,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,6
5690,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,5
5691,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,6
5692,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,5
5693,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,7
5694,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,6
5695,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,6
5696,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,6
5697,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,4
5698,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,4
5699,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,6
5700,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,4
5701,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,7
5702,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,7
5703,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,4
5704,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,8
5705,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5
5706,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,4
5707,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,5
5708,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,7
5709,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,6
5710,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,7
5711,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,6
5712,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,5
5713,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,8
5714,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,4
5715,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,6
5716,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,4
5717,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,5
5718,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,6
5719,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,7
5720,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,7
5721,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,3
5722,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,5
5723,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,8
5724,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,3
5725,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,7
5726,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,5
5727,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,5
5728,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,7
5729,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,3
5730,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,5
5731,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,4
5732,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3
5733,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,9
5734,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,7
5735,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,4
5736,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,5
5737,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,7
5738,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,6
5739,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
5740,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4
5741,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,7
5742,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,7
5743,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,6
5744,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,6
5745,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,6
5746,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,6
5747,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,5
5748,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,3
5749,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,3
5750,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,5
5751,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,5
5752,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,5
5753,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,6
5754,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,3
5755,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,7
5756,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,5
5757,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,7
5758,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,6
5759,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,5
5760,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,5
5761,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,3
5762,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,6
5763,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,5
5764,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2
5765,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,6
5766,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,4
5767,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,7
5768,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,8
5769,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,6
5770,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,3
5771,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,10
5772,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,7
5773,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,6
5774,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,5
5775,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,5
5776,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,4
5777,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,7
5778,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,7
5779,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,4
5780,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,6
5781,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
5782,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,4
5783,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,6
5784,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,7
5785,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,6
5786,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,7
5787,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,7
5788,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,3
5789,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,4
5790,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
5791,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,7
5792,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,5
5793,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,4
5794,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,7
5795,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,8
5796,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,3
5797,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,8
5798,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,5
5799,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,6
5800,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,4
5801,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,5
5802,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,5
5803,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,7
5804,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,5
5805,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,6
5806,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,5
5807,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,6
5808,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,7
5809,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,6
5810,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,6
5811,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,5
5812,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,7
5813,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,8
5814,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,5
5815,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,5
5816,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,9
5817,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,4
5818,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,4
5819,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,5
5820,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
5821,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,8
5822,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,4
5823,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,6
5824,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,6
5825,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,2
5826,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,3
5827,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,5
5828,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,5
5829,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,6
5830,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,4
5831,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,10
5832,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,7
5833,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,6
5834,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,6
5835,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,6
5836,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,7
5837,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,4
5838,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,6
5839,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,6
5840,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,5
5841,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,3
5842,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,7
5843,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,6
5844,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,4
5845,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,6
5846,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,4
5847,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,7
5848,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,8
5849,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,3
5850,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,6
5851,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,5
5852,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,5
5853,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,6
5854,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,5
5855,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6
5856,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,8
5857,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,8
5858,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,5
5859,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,6
5860,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,9
5861,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,4
5862,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,9
5863,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,4
5864,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,7
5865,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,7
5866,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,5
5867,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,6
5868,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,8
5869,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,7
5870,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,7
5871,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,2
5872,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,3
5873,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
5874,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,6
5875,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,6
5876,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,6
5877,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,3
5878,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,4
5879,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,6
5880,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,6
5881,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,7
5882,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
5883,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,7
5884,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,5
5885,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,5
5886,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,5
5887,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,5
5888,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,7
5889,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,5
5890,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,5
5891,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,3
5892,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,4
5893,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,4
5894,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,5
5895,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,4
5896,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,3
5897,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,5
